"Edit","Expert ID","Department","Title","Year","Pub.Date","Author(s)","Journal","Volume","Pages","Issue","DOI","EID","Publication Type","Scopus Indexed","WOS Indexed","UGC CARE - B","Crossref Citation","Scopus Citation","Access"
"1327992","161782","Department of Computer Science Engineering","A Parallel Heterogeneous Computation Library for Embedded ARM Clusters","2020","0000-00-00","Khatri N.;Bagaria P.;Sudarshan T.S.B.","2020 IEEE International Conference on Electronics, Computing and Communication Technologies (CONECCT)","","","","10.1109/conecct50063.2020.9198336","","Conference Paper","Y","N","N","1","0","4"
"1328016","161782","Department of Computer Science Engineering","A New Approach for Momentum Particle Swarm Optimization","2021","0000-00-00","75.	Rohan M, Rohan R Talesara, Saloni Govil, Snehanshu Saha, Soma S Dhavala, Sudarshan TSB","Algorithms for Intelligent Systems","","47-63","","10.1007/978-981-15-5243-4_5","","conference proceedings","N","N","N","2","0","4"
"1328022","163378","Department of Mechanical Engineering","Finite Element Analysis of Design Different Sections and Connectors of Body Load Structure","2017","0000-00-00","Shetty, Harshavardhan and Balesh Babali, Sachhidananda MH and Ullas, M","","","","","","","article","N","N","N","","",""
"1328093","214851","Department of Science and Humanities","Analysis of some two dimensional functions using two dimensional Fourier transforms: Image reconstruction and physical significance","2017","0000-00-00","Jagatheswari G.K.;Honnavar G.V.;Murugesan R.","Proceedings of the 2017 2nd International Conference on Computing and Communications Technologies, ICCCT 2017","","310-313","","","2-s2.0-85027464076","Conference Paper","Y","N","N","1","2","0"
"1328095","214851","Department of Science and Humanities","Two dimensional function approximation using two dimensional fourier series","2015","0000-00-00","Jagatheswari G.;Murugesan R.;Honnavar G.","Global Journal of Pure and Applied Mathematics","11","985-996","2","","2-s2.0-84944724595","Article","Y","N","N","","",""
"1328279","163614","Faculty of Commerce and Management","Hero Moto Corp: Hum mein hai HERO. A case Study on Hero Honda demerger","2017","0000-00-00","Dr. Venkataraman and Ms. Chetna","Presidency Journal of Management Thought and Research","","","","","","other","N","N","N","","",""
"1329313","162787","Department of Science and Humanities","POLYANILINE-COATED INORGANIC OXIDE COMPOSITES FOR BROADBAND ELECTROMAGNETIC INTERFERENCE SHIELDING","2018","0000-00-00","Muhammad Faisal","High-Performance Materials and Engineered Chemistry ","1st Edition","PART 1 - Chapter 5","","https://doi.org/10.1201/9781315187860","","book chapter","N","N","N","0","0","2"
"1329317","162787","Department of Science and Humanities","Structural and Electrical Properties of Polyaniline/Vanadium Pentoxide (PANI/V2O5) for Electromagnetic Applications","2019","0000-00-00","Maruthi N, Prasanna B P, Nandan K R, Yogesh Kumar K and Muhammad Faisal","2nd international conference on Nanoscience and Nanotechnology","","","","","","conference paper","N","N","N","","",""
"1329320","162787","Department of Science and Humanities","Fly Ash Filled Polyaniline Composites for Enhanced Electromagnetic Interference Shielding Effectiveness","2019","0000-00-00","Prajwal Y M, Safa Hurayn, and Muhammad Faisal","National symposium on electrochemical science & technology (NSEST 2019) ","","","","","","conference paper","N","N","N","","",""
"1329324","162787","Department of Science and Humanities","Electrical conductivity and dielectric behavior of multiwalled carbon nanotube incorporated polypyrrole nanocomposites","2019","0000-00-00","Madhusudhan C.K, Madhukar B.S, Somesh T.E, and Muhammad Faisal","National symposium on electrochemical science & technology (NSEST 2019) ","","","","","","conference paper","N","N","N","","",""
"1329329","162787","Department of Science and Humanities","“effective humidity sensor based on conducting polymer nano-composites” ","2016","0000-00-00","Muhammad Faisal, Priya P, Prajna C K, Sowmya G, Sri Vignesh M S","Make in India National Level Paper Presentation Contest ","","","","","","conference paper","N","N","N","","",""
"1329332","162787","Department of Science and Humanities","Multi functional Conducting Polymer Nano-composites","2016","0000-00-00","Muhammad Faisal","Invited Talk @ Second International Conference on Advanced Materials for Power Engineering-ICAMPE 2016","","","","","","conference paper","N","N","N","","",""
"1329336","162787","Department of Science and Humanities","Polyaniline-coated barium ferrite composites: Study on broadband electromagnetic interference shielding and humidity sensing properties","2016","0000-00-00","Melina Jennifer, Jigyasa Maheshwari and Muhammad Faisal","National Conference - RISE (Recent Innovations in Science & Engineering) 2016","","","","","","conference paper","N","N","N","","",""
"1329337","162787","Department of Science and Humanities","Polyaniline-coated graphite oxide composites for broadband electromagnetic interference shielding","2016","0000-00-00","Maruthi N, Abdul Kadar C.H and Muhammad Faisal","4thNational Conference on Condensed Matter Physics and Applications ","","","","","","conference paper","N","N","N","","",""
"1329341","162787","Department of Science and Humanities","Polyaniline-coated SnO/Y2O3 nanocomposites for electromagnetic interference shielding and humidity sensing applications","2016","0000-00-00","Muhammad Faisal, Moinuddin S and Pavan K A","8th Bangalore Nano ","","","","","","conference paper","N","N","N","","",""
"1329343","162787","Department of Science and Humanities","Multifunctional polyaniline/antimony oxide composites","2016","0000-00-00","Muhammad Faisal","103rd Indian Science Congress (103rd ISC) 2016","","","","","","conference paper","N","N","N","","",""
"1329357","162787","Department of Science and Humanities","Broad band EMI shielding and dielectric properties of conducting polymer composites","2015","0000-00-00","Muhammad Faisal","Invited Talk @ International Conference on Advanced Materials for Power Engineering-ICAMPE 2015","","","","","","conference paper","N","N","N","","",""
"1329598","162787","Department of Science and Humanities","Fly ash incorporated polyaniline as a high performance shield against electromagnetic pollution","2015","0000-00-00","Muhammad Faisal and Sreekanth J. Varma","International Conference on Energy Harvesting, Storage and Conversion (IC-EEE 2015)","","","","","","conference paper","N","N","N","","",""
"1329599","162787","Department of Science and Humanities","X-Band electromagnetic interference shielding of polyaniline/barium ferrite composites","2015","0000-00-00","Muhammad Faisal and Sreekanth J. Varma","27th Kerala Science Congress (27th KSC)-2014","","","","","","conference paper","N","N","N","","",""
"1329633","162787","Department of Science and Humanities","Comparative study on humidity sensing properties of some polyaniline nano-composites","2014","0000-00-00","KC Sajjan, Muhammad Faisal, Syed Khasim","7th Bangalore India Nano-2014","","","","","","conference paper","N","N","N","","",""
"1329635","162787","Department of Science and Humanities","Low frequency ac conductivity, dielectric behavior and EMI shielding properties of polyaniline-antimony oxide composites","2014","0000-00-00","Muhammad Faisal, Hana Fathima, Jocelyn T. Thomas, and Aarushi Manocha","International Conference on Advances in New materials – 2014 (ICAN-2014)","","","","","","conference paper","N","N","N","","",""
"1329638","162787","Department of Science and Humanities","Polyaniline-yttrium oxide composites for humidity sensing and microwave shielding/absorbing applications","2013","0000-00-00","Muhammad Faisal, Ranjini R. Mohan, Sreekanth J. Varma, KC Sajjan, Syed Khasim","26th Kerala Science Congress (26th KSC)-2013","","","","","","conference paper","N","N","N","","",""
"1329639","162787","Department of Science and Humanities","Polyaniline-stannous oxide composites for EMI shielding and humidity sensing applications","2013","0000-00-00","Muhammad Faisal, Sreekanth J Varma, KC Sajjan, Syed Khasim","International union of materials research societies-International conference in Asia (IUMRS-ICA)-2013","","","","","","conference paper","N","N","N","","",""
"1329642","162787","Department of Science and Humanities","The electrical conductivity and electromagnetic interference shielding of polyaniline-stannous oxide composites","2013","0000-00-00","Muhammad Faisal, Syed Khasim","International conference on recent advances in composite materials (ICRACM)-2013","","","","","","conference paper","N","N","N","","",""
"1329652","162787","Department of Science and Humanities","Analysis of DC and AC properties of humidity sensor based on polyaniline-chromium oxide composites","2013","0000-00-00","K.C. Sajjan, Muhammad Faisal, Mohana Lakshmi, Syed Khasim","International conference on recent advances in composite materials (ICRACM)-2013","","","","","","conference paper","N","N","N","","",""
"1329654","162787","Department of Science and Humanities","Polyaniline-Graphite Oxide Composites for Humidity Sensor","2012","0000-00-00","KC Sajjan, Muhammad Faisal, Syed Khasim","ICWNM-2012","","","","","","conference paper","N","N","N","","",""
"1329655","162787","Department of Science and Humanities","Direct current conductivity of synthesized Polyaniline-MnO2 Composites","2011","0000-00-00","Muhammad Faisal, M Revanasiddappa and S C Raghavendra ","National Conference on Chemistry of Materials (NCCM)-2011","","","","","","conference paper","N","N","N","","",""
"1329656","162787","Department of Science and Humanities","Electrical conductivity of synthesized polyaniline-stannous oxide composites","2011","0000-00-00","Muhammad Faisal, KC Sajjan, Syed Khasim ","National Conference on Chemistry of Materials (NCCM)-2011","","","","","","conference paper","N","N","N","","",""
"1329657","162787","Department of Science and Humanities","Polyaniline-Potassium Molybdinate Composite for Humidity Sensor ","2011","0000-00-00","KC Sajjan, Muhammad Faisal, Mohana Lakshmi, Machappa T and Syed Khasim","International Conference on advances in materials and materials processing","","","","","","conference paper","N","N","N","","",""
"1329658","162787","Department of Science and Humanities","Effect of Ethylene Glycol content on Morphology and Conductivity of PEDOT:PSS Thin Films","2011","0000-00-00","Syed Khasim, Muhammad Faisal","International Conference on advances in materials and materials processing","","","","","","conference paper","N","N","N","","",""
"1329659","162787","Department of Science and Humanities","Ku Band EMI Shielding Behavior of Polyaniline-Barium Ferrite Composites","2011","0000-00-00","Muhammad Faisal, M Revanasiddappa and SC Raghavendra","International Conference on Advanced Materials (ICAM)-2011","","","","","","conference paper","N","N","N","","",""
"1329660","162787","Department of Science and Humanities","Development of Gas Sensor Setup and Study of Ammonia Gas Sensing Behavior of Some Polyaniline Composites","2011","0000-00-00","Karishma Anand, Arijit Ghosh, Sridhar Ponnaian, Md. Zeeshan Ali, M Revanasiddappa, Muhammad Faisal, SC Raghavendra ","National Conference on Latest Advancement in Science, Engineering and Research (LASER)-2011","","","","","","conference paper","N","N","N","","",""
"1329661","162787","Department of Science and Humanities","Synthesis, Characterization and Transport properties of Polyaniline-Graphite Composites","2011","0000-00-00","Mohana Lakshmi, Muhammad Faisal, KC Sajjan, Syed Khasim ","Prof. Ram Chand Paul International Conference on Emerging Trends in Chemistry","","","","","","conference paper","N","N","N","","",""
"1329662","162787","Department of Science and Humanities","EMI Shielding properties of Polyaniline-Flyash composites","2011","0000-00-00","SC Raghavendra, M Revanasiddappa, Muhammad Faisal, PM Hadalgi ","Functional Polymers, an International Conference organized by the department of Chemistry","","","","","","conference paper","N","N","N","","",""
"1330609","163742","Department of Computer Science Engineering","Review tree: An unsupervised method to autogenerate visual summary of online reviews","2017","0000-00-00","Das B.;Prathima V.R.","Proceedings of the 2016 2nd International Conference on Applied and Theoretical Computing and Communication Technology, iCATccT 2016","","582-587","","10.1109/ICATCCT.2016.7912067","","Conference Paper","Y","N","N","0","0","4"
